D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,angle1,angle2,angle3,angle4,angle5,angle6,angle7,rahang,atas,label
0.1964758962847462,0.1411740379464874,0.15238036510520947,0.14488159719341734,0.1297280843531195,0.10442301193769316,0.07291865446315224,0.03832233286475041,0.019696019851424232,0.04072555882191935,0.0621765033184848,0.08285205543255991,0.10173138945259488,0.11907686846570739,1.0474225589961375,1.1016349560682226,1.2303167255967136,1.5284622517352582,2.18883128239726,4.164846449263879,0.5314800131327877,0.9189230983269988,1.1168098096557875,0.6983006246425946,63.528264094704795,51.48686113263936,74.18418225334607,155.22311601042065,170.29762317482442,169.78892400429984,153.22507511135444,101.24449618599046,68.38895550560072,Heart
0.1970165734545682,0.13870015408012004,0.15708998613515762,0.14720511556107643,0.13002667067570964,0.10306920538903519,0.07115724278750703,0.0368204399038499,0.018914612012976065,0.03929594784019317,0.060062474673075975,0.08011261940906053,0.09870971770982781,0.11640744017939267,1.0396117943380738,1.1094220587106893,1.2559931090277687,1.5844946290416249,2.2950945815341077,4.435378903266134,0.5231499237946234,0.9374659425439414,1.132114779191804,0.6903831509995996,64.79489794512097,54.12990564818598,70.96788840487233,157.37704843836468,171.45301391827581,169.40697683926615,153.43494882292202,101.09399494651882,77.51365846913556,Heart
0.20537093693130848,0.13087678957862434,0.1522453667015538,0.14495922663361624,0.12886439911123584,0.10293559808649187,0.07443743761095999,0.03981036388027241,0.020499881465937078,0.04220499448367067,0.06283873237468988,0.08488919719902159,0.1048186384220077,0.12356907116403115,1.0318083803978835,1.083670552661345,1.2190181797519855,1.5260808521015101,2.1103365494714827,3.945908299453031,0.501217940691001,0.984623778793263,1.1248973931775161,0.7231457240712174,61.86542855528944,49.373541804565505,74.46316558644169,152.9409642690892,172.59463698113427,168.14202650289786,152.31893843151477,106.97456324951739,71.18282989114009,Heart
0.19877169674928777,0.13760501433878697,0.1547163941530221,0.14716365905315767,0.1297202399974075,0.10249617955805065,0.07161369344237793,0.03829050327482469,0.0196226194330848,0.04002732274205586,0.06112197488375616,0.08148602584170392,0.10048713566005801,0.11827796620145903,1.033779405833828,1.0868350450737971,1.2329812373416826,1.560473987517525,2.233408365523797,4.1770833063305,0.5156477568701838,0.9426999489861106,1.134469525003182,0.6986962221535112,63.43494882292201,52.71764675821299,72.6306873586172,153.4762955226519,175.3338368326851,165.6744693155036,154.6538240580533,102.5025487798047,76.32164797899969,Heart
0.19853441424526166,0.1402737379823334,0.1517197863351717,0.144329271148802,0.1296438989430625,0.10506161626439078,0.07326664466070579,0.0378858049099188,0.01928482551035365,0.04015613372693261,0.061056489857081925,0.08043198662392087,0.09817321883892707,0.11521528344101567,1.0334293499053526,1.086347065374458,1.2094026902800559,1.4923783369709867,2.1400144757035076,4.138533694425645,0.5291859180373725,0.9242207472890638,1.1132746880143514,0.6973683374176162,65.81676966828509,53.69666107345602,74.24360630883413,154.89179636158457,169.46102012004098,169.18758108066103,158.3691131634821,101.82552999795651,78.23491648032635,Heart
0.20858299969365093,0.13583939786253935,0.15054556034682284,0.1415392398676415,0.1274060429762114,0.10425180755239191,0.07338516247205426,0.03862145436374156,0.01982833486494634,0.040330365369193974,0.06125522457068053,0.08109524442630517,0.09963467235066875,0.11787582057223026,1.0512436545965151,1.118135615185365,1.2421707899037708,1.518055837667279,2.1565676181822333,4.097724118614533,0.49980970503592403,0.9379167235792523,1.1109303496229688,0.7039222071538129,65.47775721290944,51.769745960544306,74.05107795697866,157.96876567561134,167.7352262721076,172.8324523507881,153.75865034784223,98.38208401108821,76.82217829862533,Heart
0.19529380038252106,0.14302241329607432,0.15134962103849908,0.14304682610043343,0.12882619742451948,0.10518393656708808,0.07445604498569156,0.03900078546869558,0.019820374736477457,0.040279456446179154,0.06032941738090211,0.07955850677764875,0.09703233782645823,0.11473631196024886,1.0548956716418836,1.1161244502276186,1.2393291374737443,1.5178939422591342,2.1443263628740152,4.0937139654867565,0.5385933212476013,0.9007413205777273,1.1103861556128438,0.7078651685393258,67.53493643360335,54.0353376936345,74.11260111811384,156.5422870387693,167.20392196213766,170.7306989043425,159.37236492240353,105.06895086143055,77.94379617445529,Heart
0.19752331876604878,0.1393790118693649,0.15182088270783148,0.14456366654498498,0.13011683077071518,0.10483819483975496,0.07347344753183803,0.03855708267317798,0.01972756429628355,0.04017028608077118,0.060738677814316605,0.08058802380457582,0.09844145149854949,0.11524592135517592,1.0399156774272966,1.0921203083874171,1.2133781245174495,1.5059484411196273,2.1488159517805485,4.094731892113656,0.5307636358820386,0.9335468018145311,1.1110297237390236,0.7008270949737555,66.13337896265895,53.8289425106514,74.50949025192358,157.66135353562663,169.46563134430863,169.8169949182583,155.4495476107926,103.10135096337386,78.698294685592,Heart
0.20397776762225886,0.14043625613216845,0.15037931401365331,0.1421998572797681,0.12705172721584912,0.10255660899734817,0.07342120871401063,0.039624144385339066,0.0203531156396044,0.041175671301615244,0.06206318992594548,0.08312472891663872,0.10221169810649347,0.12115249076080103,1.0544343658245552,1.1150863273593348,1.2480358990770013,1.5461228501540865,2.159663663707295,4.0017297298105765,0.5027832699261132,0.9046932089693221,1.1192280529817884,0.7159090909090909,63.06768830579461,49.837623930177884,74.25828405439566,153.60996846563995,171.61959220428085,169.8406322219561,153.51896016962561,111.26609296732022,77.84687667434724,Heart
0.20101858689478072,0.14025463056606008,0.15422597093692592,0.14277114674292693,0.12791885414382229,0.10394034425640422,0.07309648808218416,0.037707677736300856,0.019066300640594943,0.03904180600967502,0.059070693461637805,0.07801020596866651,0.09553907871760614,0.11402889206362031,1.044842969109531,1.1286728800861234,1.2597198627683304,1.5503308416030113,2.204509759844578,4.273451218991616,0.5170683261782641,0.9120472787782388,1.1161071422857325,0.7032542426631454,69.379277842736,55.0010309479961,71.56505117707799,156.84902366371057,168.67272641146317,174.0984614494813,162.8670038496569,107.71040333058669,84.40980440237513,Heart
0.2002183717715027,0.14054861939583274,0.15635456017020843,0.14429017100792832,0.12753428725861485,0.10255698858007285,0.07183184921506364,0.03748039040536702,0.01918476219540951,0.03956057530197905,0.060116177955786665,0.08033291999866912,0.09886927679415179,0.11739483687961445,1.0351272297788325,1.1216762832957112,1.2690458872764272,1.578116371912689,2.253135127396041,4.318174410187038,0.5122256647712381,0.9074033441725592,1.1313833645013107,0.7004091111643735,65.09041958022773,52.31043699431582,69.63037715326246,156.0889223500941,169.64932554213485,173.11684905355773,155.22485943116806,110.70887602641369,84.78760508439221,Heart
0.19625209851063163,0.14186850313645083,0.15813191236162677,0.14762177371525015,0.1290077589770561,0.10112086874251201,0.06974360836607754,0.03720958145598572,0.01904389473440935,0.039259816150372516,0.06047742308203094,0.0816181244253654,0.10074742071771553,0.11939371166481966,1.0306453827221727,1.1040236222260036,1.2633187850780616,1.6117140543119237,2.336815217260947,4.379998886290092,0.5152600635097614,0.9093474317761349,1.1442860095066416,0.6897053915118985,62.64621312945001,52.197195150940985,69.72780141666317,151.64335026631503,173.73304808087914,167.50229389616737,155.3441012559184,108.89347495930679,78.7497331197822,Heart
0.1978648017215637,0.13557212029881047,0.1566681438146512,0.14793072502562546,0.13087421713856845,0.1029648588511117,0.07143856770798486,0.03756502497085384,0.01912154047083031,0.03975821733855865,0.06057348302378855,0.08163411044529217,0.10057267006548963,0.11878484412603355,1.0399239219670338,1.1013462587627068,1.2448819494410115,1.5823160676461052,2.280602142374938,4.337091501721,0.5203798652172827,0.9653475718319703,1.1303274874148643,0.6938150404429321,63.897829490286014,53.186930802385916,72.36010797403043,151.36736013657702,172.1427586223517,167.92525441486336,158.3691131634821,105.19113227304379,76.32599568429065,Heart
0.19867338495759299,0.1389705117536554,0.1521141844178634,0.14506300490440058,0.1309246261876759,0.10361046457322023,0.07265525366290612,0.03815340455979727,0.019835164982888127,0.040809096831089686,0.06206587696081567,0.08254810279950016,0.1007112802034302,0.11833364133109409,1.0308576422981648,1.0809652647995713,1.1976972864091129,1.5134385330189555,2.158248187208032,4.109936487144782,0.5215115481891849,0.9421036487205144,1.1079886888235817,0.7012347059940219,62.881669701922256,52.44393155127945,75.28833956625722,158.54730806117414,175.52012972934767,169.75224241434378,148.19061071220688,106.64269759020087,77.63704583374883,Heart
